Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T051_006,SE_T051_007,SE_T051_008,SE_T051_009,SE_T051_010,SE_T051_011,SE_T051_012,SE_T051_013,SE_T051_014,SE_T052_001,SE_T052_002,SE_T052_003,SE_T052_004,SE_T052_005,SE_T052_006,SE_T052_007,SE_T052_008,SE_T052_009,SE_T052_010,SE_T052_011,SE_T052_012,SE_T052_013,SE_T052_014,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006
6001,05000US06001,"Alameda County, California","Alameda County, California",ca,50,0,ACSSF,13,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559308,1559308,2109.975,739.0173545,396194,67558,107836,2674,9095,19572,14922,7460,36728,30511,1199,45152,20675,32812,353592,63873,105551,12474,2981,17203,10125,25660,35530,62171,347,1631,10158,5888,396194,281528,45035,45090,24054,487,353592,218695,60779,30593,42996,529
6003,05000US06003,"Alpine County, California","Alpine County, California",ca,50,0,ACSSF,14,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,1202,1.627993,738.332329,281,37,50,4,36,0,8,3,37,8,0,40,15,43,224,47,63,0,12,27,3,22,24,26,0,0,0,0,281,120,101,31,29,0,224,105,91,13,15,0
6005,05000US06005,"Amador County, California","Amador County, California",ca,50,0,ACSSF,15,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37159,37159,62.49589,594.5830668,6418,788,830,35,543,396,386,77,567,376,27,1290,546,557,5984,678,1482,251,99,404,178,569,740,1263,0,48,148,124,6418,3801,1245,1179,177,16,5984,3179,1515,641,649,0
6007,05000US06007,"Butte County, California","Butte County, California",ca,50,0,ACSSF,16,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221578,221578,135.4004,1636.464453,45379,6058,7580,779,1560,2536,3282,1249,5089,2817,1198,6417,2997,3817,42895,5358,10960,2689,216,3118,1163,4132,4991,8297,270,39,975,687,45379,27809,7247,7506,2625,192,42895,24187,8485,4249,5710,264
6009,05000US06009,"Calaveras County, California","Calaveras County, California",ca,50,0,ACSSF,17,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44921,44921,44.03967,1020.012312,8949,1413,1265,21,578,202,365,102,836,488,123,2032,674,850,8263,1002,2381,328,150,512,291,640,784,1738,0,53,137,247,8949,5152,1640,1821,297,39,8263,4160,2320,849,866,68
6011,05000US06011,"Colusa County, California","Colusa County, California",ca,50,0,ACSSF,18,,,,,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21424,21424,18.61773,1150.730966,5118,772,223,26,224,108,356,75,229,230,1103,781,431,560,3637,535,562,164,17,270,209,184,505,739,320,7,80,45,5118,3692,551,753,122,0,3637,2397,753,279,197,11
6013,05000US06013,"Contra Costa County, California","Contra Costa County, California",ca,50,0,ACSSF,19,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081232,1081232,1510.233,715.9372167,265176,54159,53920,1761,8375,12317,14115,4150,29310,17722,1106,37140,12124,18977,234808,43349,62939,8333,2315,11491,8498,16248,26331,46293,684,1324,3329,3674,265176,184836,30008,36579,13471,282,234808,144173,39846,23586,26847,356
6015,05000US06015,"Del Norte County, California","Del Norte County, California",ca,50,0,ACSSF,20,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28066,28066,27.88827,1006.372984,4465,499,629,66,868,401,176,217,420,77,159,552,202,199,4203,506,1236,185,138,192,97,350,471,836,50,0,98,44,4465,2107,1390,541,402,25,4203,1703,1447,484,556,13
6017,05000US06017,"El Dorado County, California","El Dorado County, California",ca,50,0,ACSSF,21,,,,,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181465,181465,106.2514,1707.882952,41899,7791,7554,37,2589,2096,1758,1134,5336,2244,223,6571,1972,2594,38066,6077,10328,1399,409,2409,1449,2617,4619,7541,19,210,482,507,41899,26242,6438,7151,2011,57,38066,21626,7090,4908,4291,151
6019,05000US06019,"Fresno County, California","Fresno County, California",ca,50,0,ACSSF,22,,,,,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948844,948844,159.2557,5957.991317,201414,21860,25998,1635,7233,8943,11413,4021,19962,13157,22911,26299,13969,24013,165978,18099,38321,7344,1446,10383,4835,13459,18263,35037,7154,717,5768,5152,201414,143000,26868,21620,9663,263,165978,101128,37379,11895,15227,349
6021,05000US06021,"Glenn County, California","Glenn County, California",ca,50,0,ACSSF,23,,,,,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28019,28019,21.3243,1313.946943,5875,573,530,18,188,295,285,70,431,108,1319,867,577,614,4659,435,897,234,27,209,289,624,441,1103,172,13,180,35,5875,4093,638,746,285,113,4659,2189,1496,578,385,11
6023,05000US06023,"Humboldt County, California","Humboldt County, California",ca,50,0,ACSSF,24,,,,,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134876,134876,37.8017,3567.987571,30947,4014,5159,113,1247,2168,1612,1058,3044,1780,1008,5407,1574,2763,27891,3211,6986,1165,253,2435,1178,2415,3122,5923,193,122,449,439,30947,17390,5586,6045,1859,67,27891,13781,6980,3328,3714,88
6025,05000US06025,"Imperial County, California","Imperial County, California",ca,50,0,ACSSF,25,,,,,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177026,177026,42.38516,4176.603407,31000,2730,2825,142,3315,775,1661,471,2751,2224,3110,4532,2342,4122,26838,2358,5406,996,482,1684,736,3463,3851,5550,786,170,768,588,31000,20555,6939,2215,1211,80,26838,14274,9162,1674,1507,221
6027,05000US06027,"Inyo County, California","Inyo County, California",ca,50,0,ACSSF,26,,,,,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18439,18439,1.81114,10180.87895,4251,497,589,8,177,366,292,93,304,439,94,635,265,492,4085,492,927,160,80,287,263,200,473,970,3,45,70,115,4251,2341,1137,589,184,0,4085,2062,1077,441,497,8
6029,05000US06029,"Kern County, California","Kern County, California",ca,50,0,ACSSF,27,,,,,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857730,857730,105.477,8131.91583,182394,19053,21084,1173,8323,7248,9127,2163,14694,10342,20958,33489,12009,22731,138827,13217,30570,6121,2410,10381,4660,9358,15293,28587,9607,740,3772,4111,182394,133087,25655,17347,5996,309,138827,86893,31135,10445,10069,285
6031,05000US06031,"Kings County, California","Kings County, California",ca,50,0,ACSSF,28,,,,,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151390,151390,108.9591,1389.420442,28898,2675,2587,234,2325,1094,1528,483,1713,1413,5008,4247,2280,3311,22053,1827,5371,1242,414,1591,896,1715,2087,4694,869,217,573,557,28898,19350,6229,2392,888,39,22053,12284,6732,1326,1647,64
6033,05000US06033,"Lake County, California","Lake County, California",ca,50,0,ACSSF,29,,,,,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64209,64209,51.10292,1256.464299,11406,1301,1259,114,592,375,630,784,907,951,882,2080,767,764,10882,1168,2244,695,133,557,549,1407,1015,2438,199,118,74,285,11406,6632,2186,2146,404,38,10882,6031,2563,1201,1075,12
6035,05000US06035,"Lassen County, California","Lassen County, California",ca,50,0,ACSSF,30,,,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33356,33356,7.345221,4541.183888,5300,540,658,50,1438,111,127,38,357,332,119,702,381,447,4111,540,1182,210,123,214,123,258,240,1013,71,2,16,119,5300,1870,2702,486,237,5,4111,1556,1834,288,428,5
6037,05000US06037,"Los Angeles County, California","Los Angeles County, California",ca,50,0,ACSSF,31,,,,,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9974203,9974203,2457.981,4057.883697,2466947,345702,470905,19618,70215,140273,117795,51161,258168,211351,11715,329276,196933,243835,2081699,291527,505415,72269,18015,113273,97050,166889,246805,414971,4857,8223,94517,47888,2466947,1747957,226078,375683,114055,3174,2081699,1364214,313139,221947,178394,4005
6039,05000US06039,"Madera County, California","Madera County, California",ca,50,0,ACSSF,32,,,,,6,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152452,152452,71.33695,2137.06904,30098,3557,2540,70,1236,925,1451,250,2537,1527,6305,4498,2286,2916,22446,2345,4698,1023,223,1116,717,1604,2528,4683,2079,67,660,703,30098,22555,3226,3294,1022,1,22446,14022,5173,1892,1317,42
6041,05000US06041,"Marin County, California","Marin County, California",ca,50,0,ACSSF,33,,,,,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256802,256802,493.5598,520.3057064,65760,16600,16071,178,1223,3674,2815,1201,9205,3740,184,6648,1683,2538,60669,13089,19484,1232,421,2258,2427,4419,6944,8531,231,241,694,698,65760,41034,5486,14769,4380,91,60669,32206,8265,12403,7718,77
6043,05000US06043,"Mariposa County, California","Mariposa County, California",ca,50,0,ACSSF,34,,,,,6,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17946,17946,12.38666,1448.816374,4008,410,444,0,313,474,383,153,259,215,83,632,285,357,3446,464,895,151,28,389,255,217,351,574,8,9,57,48,4008,2159,1137,433,213,66,3446,1827,891,433,255,40
6045,05000US06045,"Mendocino County, California","Mendocino County, California",ca,50,0,ACSSF,35,,,,,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87612,87612,24.98672,3506.34288,19455,2464,2525,80,623,1088,1183,505,2121,1143,1365,3655,1317,1386,17502,2087,3946,871,156,1425,777,1429,2135,3754,122,187,386,227,19455,11185,2680,4351,1137,102,17502,8513,4275,2369,2314,31
6047,05000US06047,"Merced County, California","Merced County, California",ca,50,0,ACSSF,36,,,,,6,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261609,261609,135.2004,1934.972215,52698,4976,4670,231,1724,1700,2648,701,4270,2707,7679,8553,4507,8332,42296,3010,8763,1971,207,2989,1229,3370,4984,9222,2436,126,2334,1655,52698,39422,6050,5661,1460,105,42296,27477,9840,2721,2183,75
6049,05000US06049,"Modoc County, California","Modoc County, California",ca,50,0,ACSSF,37,,,,,6,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9335,9335,2.382733,3917.7698,1711,415,236,30,100,53,104,17,46,32,165,282,50,181,1806,203,554,68,0,97,20,148,154,388,69,2,43,60,1711,802,359,348,175,27,1806,585,747,242,232,0
6051,05000US06051,"Mono County, California","Mono County, California",ca,50,0,ACSSF,38,,,,,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14193,14193,4.654996,3048.982232,4087,812,596,3,187,239,579,69,289,298,78,635,115,187,3433,481,1411,19,0,176,261,162,420,475,7,0,21,0,4087,2265,1065,625,132,0,3433,2133,836,293,152,19
6053,05000US06053,"Monterey County, California","Monterey County, California",ca,50,0,ACSSF,39,,,,,6,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424927,424927,129.5274,3280.595499,95812,11405,11986,532,3170,5059,6614,1752,8280,5504,14221,12422,5294,9573,79643,9117,16163,2932,1080,5536,3519,5524,9364,14838,6851,223,2071,2425,95812,67024,12278,11992,4349,169,79643,50474,15232,7428,6376,133
6055,05000US06055,"Napa County, California","Napa County, California",ca,50,0,ACSSF,40,,,,,6,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139253,139253,186.0772,748.3614967,35803,6224,5372,261,889,2436,2218,703,3289,1919,2356,4327,3110,2699,31509,5021,6999,1183,115,2480,1840,2338,3370,5915,189,244,1071,744,35803,24179,3637,5508,2430,49,31509,18877,4838,3624,4132,38
6057,05000US06057,"Nevada County, California","Nevada County, California",ca,50,0,ACSSF,41,,,,,6,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98606,98606,102.9536,957.7716036,21434,3490,4225,121,615,1437,1447,405,2494,1173,127,3840,1213,847,20354,3202,5293,903,89,1160,784,1449,2474,4312,74,74,435,105,21434,12007,2954,5360,981,132,20354,11033,3441,3752,2097,31
6059,05000US06059,"Orange County, California","Orange County, California",ca,50,0,ACSSF,42,,,,,6,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086331,3086331,3903.942,790.5677895,807337,151887,160950,3904,19926,46519,38164,14441,106236,60140,3336,92392,60520,48922,671306,111787,163488,19513,4217,36387,25965,47282,87701,132863,1208,2899,27335,10661,807337,598923,66497,112829,28005,1083,671306,466514,89302,68135,45649,1706
6061,05000US06061,"Placer County, California","Placer County, California",ca,50,0,ACSSF,43,,,,,6,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361518,361518,256.9408,1407.008811,83437,16182,16276,505,3394,3559,3269,1343,11935,6118,195,11160,3877,5624,76374,12574,21084,2491,572,4453,1549,5485,9103,16499,105,440,1224,795,83437,54999,12193,11798,4367,80,76374,45628,14327,8380,7928,111
6063,05000US06063,"Plumas County, California","Plumas County, California",ca,50,0,ACSSF,44,,,,,6,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19286,19286,7.554123,2553.042896,3980,523,714,0,246,144,305,51,227,147,254,696,315,358,3279,264,984,102,84,380,147,233,318,625,21,5,82,34,3980,1981,926,861,212,0,3279,1642,823,449,357,8
6065,05000US06065,"Riverside County, California","Riverside County, California",ca,50,0,ACSSF,45,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266899,2266899,314.564,7206.479647,492944,62678,64602,2724,21849,24494,34056,10389,54114,34362,7836,87146,36131,52563,402293,45990,86431,15703,4761,29391,15962,33115,53996,85070,3390,2372,14305,11807,492944,349625,59595,64621,18576,527,402293,265746,75675,34545,25774,553
6067,05000US06067,"Sacramento County, California","Sacramento County, California",ca,50,0,ACSSF,46,,,,,6,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450277,1450277,1503.433,964.6437034,315053,45092,62384,2203,12664,16662,16152,7157,33320,29289,2098,44291,15372,28369,304263,49718,74752,12831,3240,17955,8879,23680,33432,67206,607,1842,5654,4467,315053,200305,58920,36287,18969,572,304263,171425,78432,22039,31981,386
6069,05000US06069,"San Benito County, California","San Benito County, California",ca,50,0,ACSSF,47,,,,,6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56888,56888,40.96463,1388.710064,14187,1881,1388,12,617,707,669,223,1642,711,783,2751,1017,1786,11073,1528,2340,609,72,691,216,746,1580,2274,357,19,427,214,14187,10386,1807,1646,303,45,11073,6750,2503,1065,721,34
6071,05000US06071,"San Bernardino County, California","San Bernardino County, California",ca,50,0,ACSSF,48,,,,,6,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078586,2078586,103.6343,20056.93817,441274,48063,59860,3066,17466,19264,20609,7887,43604,34951,3139,78284,39257,65824,371433,40443,84242,14919,4807,23949,10546,29664,48836,82572,1226,2505,13994,13730,441274,316090,58475,46860,19246,603,371433,233945,80265,25897,30467,859
6073,05000US06073,"San Diego County, California","San Diego County, California",ca,50,0,ACSSF,49,,,,,6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183143,3183143,756.6968,4206.629677,762292,125069,172385,6020,25828,45325,37256,16033,82980,53661,7816,98990,40877,50052,659033,102522,175979,21437,5734,41981,26049,49858,79331,125303,1699,3478,17178,8484,762292,525802,102673,97670,35030,1117,659033,420623,113296,62489,61492,1133
6075,05000US06075,"San Francisco County, California","San Francisco County, California",ca,50,0,ACSSF,50,,,,,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829072,829072,17687.7,46.8727886,249845,56512,74310,1087,5027,19617,7152,5694,26841,18462,576,15829,6704,12034,216795,47024,66261,5207,1607,12230,8031,15329,22547,30959,95,649,4484,2372,249845,173334,24979,33747,17547,238,216795,137441,29375,22778,26789,412
6077,05000US06077,"San Joaquin County, California","San Joaquin County, California",ca,50,0,ACSSF,51,,,,,6,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701050,701050,503.8735,1391.321473,149752,16815,19346,917,5217,5949,7700,2328,13943,10997,7769,23751,11958,23062,125829,14151,27846,5704,1358,8361,3687,9553,14848,27559,2836,512,5275,4139,149752,110913,17136,15201,6343,159,125829,80524,24615,8700,11757,233
6079,05000US06079,"San Luis Obispo County, California","San Luis Obispo County, California",ca,50,0,ACSSF,52,,,,,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274184,274184,83.12216,3298.566783,65515,9423,13423,291,2728,4278,3433,1209,6569,4156,1530,10422,3760,4293,56737,7107,14182,1911,660,4449,2228,4182,7438,11818,409,323,1430,600,65515,39413,11372,11660,2865,205,56737,32111,12777,7241,4338,270
6081,05000US06081,"San Mateo County, California","San Mateo County, California",ca,50,0,ACSSF,53,,,,,6,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739837,739837,1649.919,448.4081687,200095,39596,47468,1437,5387,11464,10704,4194,19941,13754,1189,22612,7663,14686,179672,34700,49226,5817,1515,8457,8028,13828,18973,32483,370,635,3277,2363,200095,141139,20040,26418,12168,330,179672,114305,26207,19790,19119,251
6083,05000US06083,"Santa Barbara County, California","Santa Barbara County, California",ca,50,0,ACSSF,54,,,,,6,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431555,431555,157.7849,2735.085241,107836,14718,20765,709,3514,7077,7704,2052,8837,6650,9558,13782,5033,7437,90839,11781,21816,3240,870,6284,4383,7536,10537,16802,3841,250,2172,1327,107836,72695,16188,13384,5351,218,90839,54484,16669,9329,10053,304
6085,05000US06085,"Santa Clara County, California","Santa Clara County, California",ca,50,0,ACSSF,55,,,,,6,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841569,1841569,1427.462,1290.099988,495302,94510,160185,3136,8981,20760,19245,7873,44462,28086,2496,53128,27746,24694,393459,74644,117506,11645,2381,19760,11448,27836,41676,63740,919,2170,14970,4764,495302,390540,32264,48507,23553,438,393459,273220,50184,32763,36687,605
6087,05000US06087,"Santa Cruz County, California","Santa Cruz County, California",ca,50,0,ACSSF,56,,,,,6,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267203,267203,600.2263,445.1703962,69210,11289,14781,379,1993,4701,3330,1628,7674,3764,3462,9279,3350,3580,60206,9366,16935,1709,297,4695,1253,4243,7522,9261,2080,328,1624,893,69210,44850,9355,11351,3576,78,60206,34696,11078,7772,6498,162
6089,05000US06089,"Shasta County, California","Shasta County, California",ca,50,0,ACSSF,57,,,,,6,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178520,178520,47.28503,3775.402301,34462,4943,5073,510,1373,1729,1869,898,4160,2265,475,6279,1791,3097,33409,3661,8295,2180,263,1974,747,2875,3922,8070,103,271,408,640,34462,21451,5199,5811,1945,56,33409,19284,6444,3497,4153,31
6091,05000US06091,"Sierra County, California","Sierra County, California",ca,50,0,ACSSF,58,,,,,6,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019,3019,3.167178,953.2143871,551,81,79,4,33,9,36,0,4,3,61,135,18,88,652,123,140,58,19,37,0,11,73,153,0,0,16,22,551,314,175,49,13,0,652,253,300,59,40,0
6093,05000US06093,"Siskiyou County, California","Siskiyou County, California",ca,50,0,ACSSF,59,,,,,6,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44261,44261,7.050302,6277.887237,8253,1326,1177,96,473,310,497,94,647,551,487,1272,600,723,7972,804,2132,436,44,641,342,528,986,1690,84,21,67,197,8253,4317,1681,1692,554,9,7972,3711,2220,882,1150,9
6095,05000US06095,"Solano County, California","Solano County, California",ca,50,0,ACSSF,60,,,,,6,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421624,421624,513.0714,821.7648947,93738,12227,13785,905,5079,4256,4488,1902,8846,7990,1276,15703,7964,9317,90138,13399,21310,4284,1183,5372,2450,6289,10712,19672,373,406,2471,2217,93738,64687,16080,7828,5110,33,90138,53639,21233,6210,8932,124
6097,05000US06097,"Sonoma County, California","Sonoma County, California",ca,50,0,ACSSF,61,,,,,6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491790,491790,312.0794,1575.849006,122593,19570,19692,682,3432,6912,8263,2817,13521,7350,3591,19080,8243,9440,112447,16976,27858,3921,739,7625,3653,9234,13448,22957,588,416,3416,1616,122593,81628,12868,21879,6071,147,112447,68675,17769,14032,11747,224
6099,05000US06099,"Stanislaus County, California","Stanislaus County, California",ca,50,0,ACSSF,62,,,,,6,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522794,522794,349.7355,1494.826608,112870,11969,13276,582,3592,4658,5401,1510,10700,7627,5746,19805,11632,16372,92349,8696,20291,4586,543,6295,2826,7015,11757,19713,2823,495,4088,3221,112870,83088,11423,13109,5047,203,92349,59229,18435,6360,8238,87
6101,05000US06101,"Sutter County, California","Sutter County, California",ca,50,0,ACSSF,63,,,,,6,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95067,95067,157.811,602.4103772,20674,2744,2647,140,718,967,1140,182,2157,1292,1951,3559,1187,1990,16703,1857,3783,1019,140,1067,476,1494,2066,3172,622,115,414,478,20674,14308,2750,2598,967,51,16703,9624,3868,1247,1883,81
6103,05000US06103,"Tehama County, California","Tehama County, California",ca,50,0,ACSSF,64,,,,,6,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63284,63284,21.45432,2949.70853,11915,1504,920,121,377,505,719,387,1180,716,695,2264,977,1550,10606,1055,2290,532,63,809,397,940,1091,2320,271,21,306,511,11915,7479,1831,2128,473,4,10606,5991,2529,1005,1044,37
6105,05000US06105,"Trinity County, California","Trinity County, California",ca,50,0,ACSSF,65,,,,,6,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13515,13515,4.250997,3179.25402,2372,411,356,0,170,226,114,8,179,58,131,454,83,182,2296,246,581,69,0,141,144,203,338,538,0,36,0,0,2372,1008,702,604,58,0,2296,1117,648,289,239,3
6107,05000US06107,"Tulare County, California","Tulare County, California",ca,50,0,ACSSF,66,,,,,6,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451108,451108,93.5091,4824.214846,95989,9450,8598,852,4127,2861,5339,1578,7999,5019,20055,11028,7051,12032,74830,6311,15349,3909,1067,4342,2218,5211,9499,13754,6705,348,2849,3268,95989,69786,12090,10462,3571,80,74830,47284,16337,5638,5234,337
6109,05000US06109,"Tuolumne County, California","Tuolumne County, California",ca,50,0,ACSSF,67,,,,,6,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54347,54347,24.47089,2220.883828,9957,1418,1520,13,812,596,952,308,547,483,133,1753,538,884,9498,1051,2349,532,178,996,466,500,1188,1850,42,1,118,227,9957,5149,2185,2089,487,47,9498,5212,1990,1166,1099,31
6111,05000US06111,"Ventura County, California","Ventura County, California",ca,50,0,ACSSF,68,,,,,6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835790,835790,453.4616,1843.132827,213286,36572,39950,1066,7301,9412,10264,2643,24460,14933,11157,26924,13402,15202,180819,27868,42983,6005,1192,10853,5412,12361,22360,36005,5072,592,6865,3251,213286,149377,24760,31338,7478,333,180819,119431,28396,19101,13515,376
6113,05000US06113,"Yolo County, California","Yolo County, California",ca,50,0,ACSSF,69,,,,,6,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204162,204162,201.2065,1014.689069,47277,6729,12806,295,1310,2441,2115,983,3984,3247,2087,5018,1911,4351,44366,5960,15366,1895,449,2939,1012,2746,4027,7394,474,246,1026,832,47277,28274,11756,4500,2531,216,44366,21966,14065,3166,5132,37
6115,05000US06115,"Yuba County, California","Yuba County, California",ca,50,0,ACSSF,70,,,,,6,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73059,73059,115.6292,631.8385043,13571,1483,1692,47,601,414,844,332,1386,1072,770,2764,648,1518,11223,1246,2219,379,70,1162,417,964,1331,2615,177,67,237,339,13571,8740,2357,1720,712,42,11223,5967,2800,1075,1366,15
8001,05000US08001,"Adams County, Colorado","Adams County, Colorado",co,50,0,ACSSF,13,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461558,461558,395.2869,1167.653138,121265,15372,15645,445,3339,5811,5652,1538,11434,9310,589,27609,9317,15204,99676,13474,19827,4474,1251,7860,4630,5817,10950,23676,297,924,3461,3035,121265,94287,10886,11228,4774,90,99676,70192,14117,6834,8440,93
8003,05000US08003,"Alamosa County, Colorado","Alamosa County, Colorado",co,50,0,ACSSF,14,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16111,16111,22.29455,722.643064,3410,293,397,8,127,314,168,74,421,150,135,850,127,346,2949,228,924,125,42,216,112,254,186,749,68,5,20,20,3410,2075,714,390,227,4,2949,1295,971,258,425,0
8005,05000US08005,"Arapahoe County, Colorado","Arapahoe County, Colorado",co,50,0,ACSSF,15,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596684,596684,747.6304,798.1002537,159929,29567,31675,1197,4311,9244,5520,2225,19413,13178,354,23491,6675,13079,143206,24623,36876,4960,1333,8982,4405,7774,16399,31082,44,1141,2636,2951,159929,117250,15191,19617,7650,221,143206,95737,20951,11633,14481,404
